                     p.Moran_I   p.Moran_Z  p.Moran_P  p.Moran_Padj
IGLC7             2.252758e-01   34.953109   0.000999      0.004052
RPL35A            2.248206e-01   34.652087   0.000999      0.004052
TYROBP            2.246739e-01   34.847704   0.000999      0.004052
GLUL              2.246585e-01   33.600607   0.000999      0.004052
DCAF10            2.246108e-01   34.187486   0.000999      0.004052
C1QBP             2.245129e-01   35.703651   0.000999      0.004052
CISH              2.244252e-01   35.002835   0.000999      0.004052
TNRC18            2.242527e-01   33.923047   0.000999      0.004052
REEP5             2.240218e-01   34.062448   0.000999      0.004052
HIST1H4H          2.239122e-01   33.719198   0.000999      0.004052
JTB               2.238582e-01   33.484694   0.000999      0.004052
CA12              2.234510e-01   33.597468   0.000999      0.004052
ERBB2             2.234232e-01   32.667455   0.000999      0.004052
BASP1             2.232072e-01   34.088019   0.000999      0.004052
TMEM101           2.231910e-01   33.223049   0.000999      0.004052
SUB1              2.227719e-01   33.332701   0.000999      0.004052
RARRES2           2.227364e-01   34.436303   0.000999      0.004052
MYL12B            2.224304e-01   33.091695   0.000999      0.004052
NDUFA4            2.221941e-01   32.856082   0.000999      0.004052
FXYD3             2.221693e-01   32.923523   0.000999      0.004052
SRARP             2.221555e-01   33.985693   0.000999      0.004052
PGK1              2.221327e-01   32.766055   0.000999      0.004052
PDZK1IP1          2.220547e-01   33.678785   0.000999      0.004052
KCNE4             2.216097e-01   33.709618   0.000999      0.004052
CBWD5             2.214788e-01   33.248676   0.000999      0.004052
RAMP1             2.213312e-01   34.112275   0.000999      0.004052
TRAC              2.213228e-01   34.334843   0.000999      0.004052
RPL18             2.207044e-01   32.134610   0.000999      0.004052
CR2               2.206164e-01   32.942453   0.000999      0.004052
ZFAS1             2.202370e-01   32.203686   0.000999      0.004052
RPL23A            2.202289e-01   33.470887   0.000999      0.004052
PRLR              2.201440e-01   33.061784   0.000999      0.004052
SNHG7             2.199305e-01   34.671857   0.000999      0.004052
SDHC              2.191360e-01   33.219831   0.000999      0.004052
SCUBE3            2.189106e-01   32.957738   0.000999      0.004052
SMIM22            2.185112e-01   32.632272   0.000999      0.004052
CTNNA1            2.184869e-01   32.573075   0.000999      0.004052
RNASE1            2.183449e-01   33.775423   0.000999      0.004052
RPL38             2.177270e-01   33.557146   0.000999      0.004052
VIRMA             2.174760e-01   32.343223   0.000999      0.004052
GRB2              2.174292e-01   32.406110   0.000999      0.004052
RPL19             2.171562e-01   32.261694   0.000999      0.004052
CTSB              2.167328e-01   32.586443   0.000999      0.004052
PYCARD            2.167185e-01   31.788621   0.000999      0.004052
GPC3              2.165713e-01   33.093437   0.000999      0.004052
CLEC3A            2.164535e-01   31.891113   0.000999      0.004052
STAT1             2.161546e-01   33.468797   0.000999      0.004052
NDUFC1            2.160281e-01   32.529866   0.000999      0.004052
NPNT              2.159362e-01   32.696820   0.000999      0.004052
DYNLL1            2.153886e-01   32.441595   0.000999      0.004052
PYDC1             2.151775e-01   32.595810   0.000999      0.004052
MCCC2             2.143026e-01   33.114079   0.000999      0.004052
LTF               2.141157e-01   33.362505   0.000999      0.004052
SOCS2             2.139975e-01   33.416466   0.000999      0.004052
RPS3              2.137587e-01   31.598388   0.000999      0.004052
EEF1A2            2.132186e-01   33.182282   0.000999      0.004052
MRFAP1            2.132135e-01   31.506253   0.000999      0.004052
SAMHD1            2.130957e-01   32.748294   0.000999      0.004052
DRAIC             2.129311e-01   30.933486   0.000999      0.004052
HSPG2             2.128278e-01   30.988877   0.000999      0.004052
COX7B             2.127640e-01   32.711067   0.000999      0.004052
PSMB9             2.125875e-01   30.937007   0.000999      0.004052
ITPR1             2.121519e-01   32.800413   0.000999      0.004052
SQSTM1            2.119704e-01   31.329005   0.000999      0.004052
PTPN1             2.118143e-01   31.343186   0.000999      0.004052
TSPAN1            2.114741e-01   32.631698   0.000999      0.004052
PRDX6             2.113914e-01   32.048792   0.000999      0.004052
CEBPD             2.113427e-01   31.840665   0.000999      0.004052
SNRPD3            2.111635e-01   31.396913   0.000999      0.004052
VCAN              2.111061e-01   31.593012   0.000999      0.004052
AUTS2             2.110553e-01   31.831287   0.000999      0.004052
WASHC5            2.109604e-01   31.514627   0.000999      0.004052
RBBP7             2.109026e-01   31.662278   0.000999      0.004052
HMGN1             2.108242e-01   31.561175   0.000999      0.004052
DNAH5             2.097514e-01   31.807102   0.000999      0.004052
POLR2L            2.096983e-01   31.561434   0.000999      0.004052
SOD1              2.096270e-01   32.033376   0.000999      0.004052
XAB2              2.093369e-01   32.393086   0.000999      0.004052
BNIP3             2.090889e-01   31.736436   0.000999      0.004052
MT-ND5            2.090563e-01   30.668329   0.000999      0.004052
PSD3              2.087285e-01   31.564346   0.000999      0.004052
PAICS             2.086826e-01   30.964616   0.000999      0.004052
EFEMP1            2.085262e-01   31.253203   0.000999      0.004052
ACTA2             2.085087e-01   32.020754   0.000999      0.004052
AZIN1             2.084319e-01   31.095117   0.000999      0.004052
CORO1A            2.082496e-01   30.826200   0.000999      0.004052
SLC7A5            2.080029e-01   31.517598   0.000999      0.004052
BCL2              2.077586e-01   32.165673   0.000999      0.004052
JUND              2.075122e-01   30.735109   0.000999      0.004052
PTMS              2.072612e-01   31.898318   0.000999      0.004052
AC010998.3        2.071926e-01   32.467327   0.000999      0.004052
RAD21             2.070917e-01   31.122823   0.000999      0.004052
MMP9              2.068815e-01   33.028811   0.000999      0.004052
KRT7              2.068026e-01   30.393224   0.000999      0.004052
RPS3A             2.067365e-01   31.367232   0.000999      0.004052
COL18A1           2.065771e-01   31.013034   0.000999      0.004052
MRPL13            2.064531e-01   30.521540   0.000999      0.004052
IL1R1             2.062810e-01   30.562445   0.000999      0.004052
SNRPB             2.061737e-01   32.042995   0.000999      0.004052
SLC39A11          2.061260e-01   31.590822   0.000999      0.004052
RPS11             2.058692e-01   31.294787   0.000999      0.004052
TCIM              2.057848e-01   30.122042   0.000999      0.004052
CD163L1           2.055552e-01   31.694736   0.000999      0.004052
CAPG              2.053920e-01   30.524615   0.000999      0.004052
NEBL              2.047682e-01   32.023733   0.000999      0.004052
WIPI1             2.047101e-01   30.474020   0.000999      0.004052
ZNF217            2.046555e-01   29.842616   0.000999      0.004052
S100A8            2.045542e-01   31.570284   0.000999      0.004052
NUPR2             2.044759e-01   30.704657   0.000999      0.004052
CSNK1A1           2.044575e-01   31.335785   0.000999      0.004052
EPPK1             2.042409e-01   30.661691   0.000999      0.004052
NXPH1             2.042009e-01   30.741280   0.000999      0.004052
ERH               2.040937e-01   31.774475   0.000999      0.004052
CISD3             2.039405e-01   31.120828   0.000999      0.004052
GPNMB             2.034620e-01   28.642588   0.000999      0.004052
HSPA5             2.033887e-01   31.034787   0.000999      0.004052
EVL               2.032704e-01   30.040150   0.000999      0.004052
CALM2             2.032565e-01   29.713649   0.000999      0.004052
ELP2              2.031197e-01   31.011504   0.000999      0.004052
RPL15             2.029368e-01   30.701915   0.000999      0.004052
CST9              2.023809e-01   30.842909   0.000999      0.004052
CYR61             2.023208e-01   29.764276   0.000999      0.004052
STAB1             2.020774e-01   30.859928   0.000999      0.004052
ALCAM             2.019996e-01   30.720161   0.000999      0.004052
MTHFD2            2.019655e-01   30.132419   0.000999      0.004052
NEDD4L            2.019306e-01   29.744111   0.000999      0.004052
CTSS              2.018653e-01   30.083790   0.000999      0.004052
GOT2              2.018635e-01   30.490888   0.000999      0.004052
CXCL12            2.018578e-01   31.075766   0.000999      0.004052
B4GALT1           2.017916e-01   30.811024   0.000999      0.004052
TUFT1             2.017809e-01   31.874150   0.000999      0.004052
PEBP1             2.017200e-01   31.067998   0.000999      0.004052
ATP6AP1           2.016339e-01   29.497788   0.000999      0.004052
DAZAP2            2.014483e-01   29.833579   0.000999      0.004052
STC1              2.012991e-01   29.480272   0.000999      0.004052
PERP              2.012917e-01   29.942261   0.000999      0.004052
TPM3              2.012500e-01   30.485800   0.000999      0.004052
MS4A1             2.011169e-01   31.769077   0.000999      0.004052
GABRP             2.009645e-01   30.953368   0.000999      0.004052
PTPRF             2.009548e-01   31.219378   0.000999      0.004052
FOS               2.006070e-01   30.033555   0.000999      0.004052
GDF15             1.998498e-01   30.407955   0.000999      0.004052
RPL32             1.997734e-01   30.293349   0.000999      0.004052
SUMO2             1.995857e-01   29.770395   0.000999      0.004052
RPS20             1.995225e-01   31.448241   0.000999      0.004052
PTPRC             1.994629e-01   29.789223   0.000999      0.004052
KCTD3             1.993972e-01   30.107813   0.000999      0.004052
SOD3              1.992974e-01   31.324482   0.000999      0.004052
GPX3              1.989783e-01   30.858984   0.000999      0.004052
PSMB8             1.988301e-01   28.785886   0.000999      0.004052
HIST2H2BE         1.984191e-01   29.359001   0.000999      0.004052
AC026355.1        1.982843e-01   29.964229   0.000999      0.004052
SELENOM           1.982306e-01   30.404823   0.000999      0.004052
HNRNPC            1.980361e-01   31.045457   0.000999      0.004052
ISLR              1.979545e-01   28.978598   0.000999      0.004052
SF3B6             1.977751e-01   29.906096   0.000999      0.004052
FSTL1             1.977734e-01   29.451669   0.000999      0.004052
TOMM5             1.976243e-01   29.625964   0.000999      0.004052
RPS24             1.976006e-01   29.375238   0.000999      0.004052
NDUFB4            1.974940e-01   30.089896   0.000999      0.004052
CKS2              1.971061e-01   29.645782   0.000999      0.004052
LSP1              1.970782e-01   30.480817   0.000999      0.004052
UQCR11            1.968175e-01   29.854285   0.000999      0.004052
HACD3             1.965800e-01   29.765250   0.000999      0.004052
TMEM165           1.965045e-01   29.477549   0.000999      0.004052
GSE1              1.961779e-01   29.345970   0.000999      0.004052
RPL21             1.956812e-01   29.635894   0.000999      0.004052
SPARCL1           1.956810e-01   29.246247   0.000999      0.004052
TOMM20            1.956774e-01   28.643924   0.000999      0.004052
DHCR24            1.955164e-01   31.058301   0.000999      0.004052
ZNF706            1.951946e-01   29.040162   0.000999      0.004052
STS               1.949647e-01   30.182328   0.000999      0.004052
HID1              1.948858e-01   29.475139   0.000999      0.004052
RBM3              1.946975e-01   29.604236   0.000999      0.004052
XIST              1.946209e-01   29.285514   0.000999      0.004052
BHLHE40           1.943764e-01   28.617922   0.000999      0.004052
MRPL51            1.943340e-01   27.634866   0.000999      0.004052
ATP5F1A           1.942369e-01   29.014704   0.000999      0.004052
SNRPC             1.941104e-01   30.049843   0.000999      0.004052
EIF3H             1.941021e-01   29.753840   0.000999      0.004052
CERS4             1.939957e-01   29.108691   0.000999      0.004052
MRPS30-DT         1.937085e-01   30.874466   0.000999      0.004052
EPCAM             1.933443e-01   28.444939   0.000999      0.004052
TMEM14C           1.931590e-01   29.273811   0.000999      0.004052
NUAK1             1.929501e-01   29.270487   0.000999      0.004052
